<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.31	18:00:00	1.08556	1.08590	1.08417	1.08460	4537	0	0
2024.05.31	19:00:00	1.08461	1.08521	1.08397	1.08474	2496	0	0
2024.05.31	20:00:00	1.08473	1.08528	1.08454	1.08471	1514	0	0
2024.05.31	21:00:00	1.08471	1.08491	1.08410	1.08425	1513	0	0
2024.05.31	22:00:00	1.08425	1.08513	1.08406	1.08511	1799	0	0
2024.05.31	23:00:00	1.08511	1.08522	1.08450	1.08481	1081	0	0
2024.06.03	00:00:00	1.08450	1.08488	1.08425	1.08463	720	0	15
2024.06.03	01:00:00	1.08472	1.08543	1.08472	1.08512	937	0	0
2024.06.03	02:00:00	1.08514	1.08531	1.08503	1.08526	871	0	0
2024.06.03	03:00:00	1.08527	1.08576	1.08513	1.08564	1666	0	0
2024.06.03	04:00:00	1.08568	1.08588	1.08547	1.08576	1589	0	0
2024.06.03	05:00:00	1.08577	1.08581	1.08520	1.08539	1270	0	0
2024.06.03	06:00:00	1.08540	1.08570	1.08493	1.08497	1262	0	0
2024.06.03	07:00:00	1.08498	1.08547	1.08493	1.08519	1045	0	0
2024.06.03	08:00:00	1.08519	1.08540	1.08483	1.08526	1407	0	0
2024.06.03	09:00:00	1.08527	1.08586	1.08468	1.08564	2605	0	0
2024.06.03	10:00:00	1.08563	1.08588	1.08398	1.08398	3042	0	0
2024.06.03	11:00:00	1.08397	1.08424	1.08335	1.08401	3264	0	0
2024.06.03	12:00:00	1.08401	1.08411	1.08322	1.08349	2228	0	0
2024.06.03	13:00:00	1.08349	1.08390	1.08278	1.08371	2036	0	0
2024.06.03	14:00:00	1.08370	1.08448	1.08370	1.08433	2174	0	0
2024.06.03	15:00:00	1.08434	1.08499	1.08405	1.08443	2646	0	0
2024.06.03	16:00:00	1.08444	1.08538	1.08444	1.08519	2874	0	0
2024.06.03	17:00:00	1.08580	1.08825	1.08580	1.08701	6526	0	0
2024.06.03	18:00:00	1.08701	1.08905	1.08697	1.08897	2886	0	0
2024.06.03	19:00:00	1.08896	1.08905	1.08812	1.08852	2868	0	0
2024.06.03	20:00:00	1.08851	1.08887	1.08813	1.08879	2152	0	0
2024.06.03	21:00:00	1.08880	1.08976	1.08868	1.08972	2007	0	0
2024.06.03	22:00:00	1.08971	1.09000	1.08961	1.08999	1562	0	0
2024.06.03	23:00:00	1.09000	1.09046	1.08996	1.09041	656	0	0
2024.06.04	00:00:00	1.09001	1.09039	1.09001	1.09030	582	0	3
2024.06.04	01:00:00	1.09030	1.09099	1.09030	1.09073	531	0	0
2024.06.04	02:00:00	1.09072	1.09090	1.09063	1.09072	959	0	0
2024.06.04	03:00:00	1.09073	1.09160	1.09072	1.09129	1444	0	0
2024.06.04	04:00:00	1.09128	1.09138	1.09070	1.09077	1503	0	0
2024.06.04	05:00:00	1.09077	1.09086	1.09053	1.09077	1031	0	0
2024.06.04	06:00:00	1.09077	1.09098	1.09068	1.09074	868	0	0
2024.06.04	07:00:00	1.09073	1.09098	1.09067	1.09093	873	0	0
2024.06.04	08:00:00	1.09093	1.09108	1.09026	1.09031	1268	0	0
2024.06.04	09:00:00	1.09033	1.09049	1.08964	1.08970	2724	0	0
2024.06.04	10:00:00	1.08969	1.08986	1.08846	1.08901	3174	0	0
2024.06.04	11:00:00	1.08902	1.08907	1.08740	1.08809	3384	0	0
2024.06.04	12:00:00	1.08808	1.08820	1.08693	1.08718	3368	0	0
2024.06.04	13:00:00	1.08717	1.08717	1.08632	1.08663	3118	0	0
2024.06.04	14:00:00	1.08663	1.08706	1.08589	1.08614	2678	0	0
2024.06.04	15:00:00	1.08615	1.08703	1.08615	1.08646	3167	0	0
2024.06.04	16:00:00	1.08646	1.08717	1.08621	1.08650	3100	0	0
2024.06.04	17:00:00	1.08650	1.08821	1.08631	1.08802	6304	0	0
2024.06.04	18:00:00	1.08802	1.08835	1.08750	1.08776	3226	0	0
2024.06.04	19:00:00	1.08779	1.08834	1.08774	1.08803	2570	0	0
2024.06.04	20:00:00	1.08802	1.08876	1.08782	1.08833	2346	0	0
2024.06.04	21:00:00	1.08830	1.08867	1.08802	1.08822	2337	0	0
2024.06.04	22:00:00	1.08822	1.08827	1.08785	1.08809	2073	0	0
2024.06.04	23:00:00	1.08809	1.08811	1.08783	1.08792	512	0	0
2024.06.05	00:00:00	1.08790	1.08813	1.08779	1.08790	335	0	3
2024.06.05	01:00:00	1.08791	1.08803	1.08783	1.08797	239	0	0
2024.06.05	02:00:00	1.08796	1.08820	1.08795	1.08817	466	0	0
2024.06.05	03:00:00	1.08817	1.08861	1.08785	1.08842	1305	0	0
2024.06.05	04:00:00	1.08842	1.08861	1.08806	1.08841	1115	0	0
2024.06.05	05:00:00	1.08840	1.08858	1.08827	1.08832	732	0	0
2024.06.05	06:00:00	1.08834	1.08836	1.08767	1.08785	770	0	0
2024.06.05	07:00:00	1.08783	1.08809	1.08772	1.08807	680	0	0
2024.06.05	08:00:00	1.08807	1.08822	1.08760	1.08792	884	0	0
2024.06.05	09:00:00	1.08792	1.08801	1.08721	1.08759	1516	0	0
2024.06.05	10:00:00	1.08758	1.08795	1.08709	1.08716	2454	0	0
2024.06.05	11:00:00	1.08716	1.08768	1.08701	1.08758	1781	0	0
2024.06.05	12:00:00	1.08755	1.08773	1.08714	1.08735	1686	0	0
2024.06.05	13:00:00	1.08735	1.08735	1.08649	1.08686	1403	0	0
2024.06.05	14:00:00	1.08685	1.08693	1.08597	1.08681	1717	0	0
2024.06.05	15:00:00	1.08682	1.08843	1.08680	1.08839	3020	0	0
2024.06.05	16:00:00	1.08840	1.08918	1.08815	1.08883	3973	0	0
2024.06.05	17:00:00	1.08898	1.08898	1.08619	1.08663	6214	0	0
2024.06.05	18:00:00	1.08663	1.08707	1.08629	1.08649	2811	0	0
2024.06.05	19:00:00	1.08647	1.08687	1.08545	1.08643	2112	0	0
2024.06.05	20:00:00	1.08646	1.08675	1.08606	1.08672	1370	0	0
2024.06.05	21:00:00	1.08672	1.08774	1.08659	1.08756	1207	0	0
2024.06.05	22:00:00	1.08754	1.08765	1.08725	1.08741	962	0	0
2024.06.05	23:00:00	1.08742	1.08742	1.08679	1.08691	531	0	0
2024.06.06	00:00:00	1.08692	1.08721	1.08668	1.08700	634	0	5
2024.06.06	01:00:00	1.08699	1.08731	1.08682	1.08730	431	0	0
2024.06.06	02:00:00	1.08730	1.08746	1.08729	1.08739	461	0	0
2024.06.06	03:00:00	1.08740	1.08824	1.08739	1.08820	1185	0	0
2024.06.06	04:00:00	1.08820	1.08944	1.08820	1.08941	1864	0	0
2024.06.06	05:00:00	1.08940	1.08958	1.08879	1.08919	1236	0	0
2024.06.06	06:00:00	1.08920	1.08936	1.08896	1.08906	675	0	0
2024.06.06	07:00:00	1.08907	1.08908	1.08866	1.08872	708	0	0
2024.06.06	08:00:00	1.08872	1.08875	1.08822	1.08848	821	0	0
2024.06.06	09:00:00	1.08848	1.08849	1.08770	1.08840	1952	0	0
2024.06.06	10:00:00	1.08840	1.08883	1.08758	1.08783	1893	0	0
2024.06.06	11:00:00	1.08783	1.08790	1.08712	1.08773	1498	0	0
2024.06.06	12:00:00	1.08769	1.08821	1.08756	1.08799	1426	0	0
2024.06.06	13:00:00	1.08800	1.08819	1.08752	1.08763	1243	0	0
2024.06.06	14:00:00	1.08764	1.08768	1.08619	1.08676	1563	0	0
2024.06.06	15:00:00	1.08676	1.09020	1.08638	1.08816	5985	0	0
2024.06.06	16:00:00	1.08817	1.08909	1.08718	1.08851	5422	0	0
2024.06.06	17:00:00	1.08852	1.08913	1.08728	1.08781	3397	0	0
2024.06.06	18:00:00	1.08777	1.08870	1.08776	1.08820	2028	0	0
2024.06.06	19:00:00	1.08820	1.08877	1.08800	1.08820	1292	0	0
2024.06.06	20:00:00	1.08819	1.08936	1.08810	1.08922	1209	0	0
2024.06.06	21:00:00	1.08922	1.08943	1.08861	1.08930	1335	0	0
2024.06.06	22:00:00	1.08930	1.08942	1.08884	1.08894	1407	0	0
2024.06.06	23:00:00	1.08892	1.08932	1.08886	1.08891	559	0	0
2024.06.07	00:00:00	1.08869	1.08914	1.08869	1.08889	529	0	7
2024.06.07	01:00:00	1.08893	1.08934	1.08893	1.08919	319	0	0
2024.06.07	02:00:00	1.08922	1.08928	1.08908	1.08917	641	0	0
2024.06.07	03:00:00	1.08915	1.08925	1.08868	1.08895	1065	0	0
2024.06.07	04:00:00	1.08895	1.08958	1.08872	1.08957	1420	0	0
2024.06.07	05:00:00	1.08958	1.08979	1.08943	1.08969	795	0	0
2024.06.07	06:00:00	1.08968	1.08979	1.08936	1.08945	858	0	0
2024.06.07	07:00:00	1.08946	1.08969	1.08936	1.08954	751	0	0
2024.06.07	08:00:00	1.08954	1.08955	1.08893	1.08907	831	0	0
2024.06.07	09:00:00	1.08907	1.08966	1.08879	1.08923	1707	0	0
2024.06.07	10:00:00	1.08922	1.08984	1.08897	1.08927	2305	0	0
2024.06.07	11:00:00	1.08928	1.08930	1.08832	1.08891	2091	0	0
2024.06.07	12:00:00	1.08890	1.08963	1.08881	1.08917	2003	0	0
2024.06.07	13:00:00	1.08916	1.08945	1.08883	1.08887	1500	0	0
2024.06.07	14:00:00	1.08884	1.09019	1.08873	1.08983	1787	0	0
2024.06.07	15:00:00	1.08983	1.08994	1.08240	1.08332	6613	0	0
2024.06.07	16:00:00	1.08331	1.08358	1.08177	1.08194	5391	0	0
2024.06.07	17:00:00	1.08195	1.08257	1.08103	1.08125	4295	0	0
2024.06.07	18:00:00	1.08121	1.08130	1.08041	1.08065	3013	0	0
2024.06.07	19:00:00	1.08069	1.08122	1.08033	1.08053	1989	0	0
2024.06.07	20:00:00	1.08051	1.08062	1.08009	1.08050	1400	0	0
2024.06.07	21:00:00	1.08051	1.08068	1.08008	1.08056	1539	0	0
2024.06.07	22:00:00	1.08056	1.08071	1.08000	1.08003	1665	0	0
2024.06.07	23:00:00	1.08003	1.08038	1.07993	1.08011	622	0	0
2024.06.10	00:00:00	1.07772	1.07775	1.07638	1.07725	1479	0	29
2024.06.10	01:00:00	1.07723	1.07783	1.07651	1.07772	1115	0	0
2024.06.10	02:00:00	1.07776	1.07798	1.07758	1.07788	687	0	0
2024.06.10	03:00:00	1.07788	1.07816	1.07739	1.07780	1217	0	0
2024.06.10	04:00:00	1.07781	1.07800	1.07721	1.07747	1053	0	0
2024.06.10	05:00:00	1.07747	1.07750	1.07667	1.07676	641	0	0
2024.06.10	06:00:00	1.07675	1.07684	1.07555	1.07555	869	0	0
2024.06.10	07:00:00	1.07555	1.07558	1.07481	1.07543	1233	0	0
2024.06.10	08:00:00	1.07542	1.07557	1.07480	1.07536	1204	0	0
2024.06.10	09:00:00	1.07531	1.07587	1.07490	1.07518	2660	0	0
2024.06.10	10:00:00	1.07519	1.07665	1.07479	1.07644	3353	0	0
2024.06.10	11:00:00	1.07644	1.07681	1.07549	1.07567	2274	0	0
2024.06.10	12:00:00	1.07567	1.07591	1.07406	1.07432	2198	0	0
2024.06.10	13:00:00	1.07431	1.07439	1.07328	1.07370	1994	0	0
2024.06.10	14:00:00	1.07370	1.07547	1.07369	1.07537	1675	0	0
2024.06.10	15:00:00	1.07541	1.07604	1.07412	1.07414	2550	0	0
2024.06.10	16:00:00	1.07413	1.07492	1.07371	1.07401	2923	0	0
2024.06.10	17:00:00	1.07406	1.07448	1.07337	1.07337	2178	0	0
2024.06.10	18:00:00	1.07337	1.07503	1.07332	1.07500	1973	0	0
2024.06.10	19:00:00	1.07501	1.07588	1.07501	1.07541	1502	0	0
2024.06.10	20:00:00	1.07540	1.07604	1.07504	1.07595	1349	0	0
2024.06.10	21:00:00	1.07594	1.07623	1.07568	1.07617	1020	0	0
2024.06.10	22:00:00	1.07617	1.07656	1.07612	1.07630	874	0	0
2024.06.10	23:00:00	1.07630	1.07666	1.07614	1.07657	445	0	0
2024.06.11	00:00:00	1.07612	1.07653	1.07570	1.07651	419	0	4
2024.06.11	01:00:00	1.07655	1.07682	1.07645	1.07655	411	0	0
2024.06.11	02:00:00	1.07655	1.07655	1.07627	1.07635	570	0	0
2024.06.11	03:00:00	1.07635	1.07650	1.07613	1.07637	1026	0	0
2024.06.11	04:00:00	1.07637	1.07683	1.07623	1.07669	1435	0	0
2024.06.11	05:00:00	1.07668	1.07690	1.07649	1.07679	1045	0	0
2024.06.11	06:00:00	1.07677	1.07691	1.07666	1.07685	623	0	0
2024.06.11	07:00:00	1.07685	1.07706	1.07678	1.07684	670	0	0
2024.06.11	08:00:00	1.07684	1.07699	1.07643	1.07656	1090	0	0
2024.06.11	09:00:00	1.07656	1.07735	1.07655	1.07683	1662	0	0
2024.06.11	10:00:00	1.07681	1.07694	1.07611	1.07640	1856	0	0
2024.06.11	11:00:00	1.07640	1.07646	1.07435	1.07452	2230	0	0
2024.06.11	12:00:00	1.07451	1.07538	1.07404	1.07507	2803	0	0
2024.06.11	13:00:00	1.07508	1.07565	1.07366	1.07410	2513	0	0
2024.06.11	14:00:00	1.07412	1.07415	1.07238	1.07290	2416	0	0
2024.06.11	15:00:00	1.07291	1.07364	1.07244	1.07324	2833	0	0
2024.06.11	16:00:00	1.07324	1.07366	1.07195	1.07240	3330	0	0
2024.06.11	17:00:00	1.07239	1.07293	1.07197	1.07224	3146	0	0
2024.06.11	18:00:00	1.07224	1.07336	1.07220	1.07324	2033	0	0
2024.06.11	19:00:00	1.07324	1.07389	1.07324	1.07373	1039	0	0
2024.06.11	20:00:00	1.07374	1.07433	1.07367	1.07423	1476	0	0
2024.06.11	21:00:00	1.07422	1.07452	1.07407	1.07435	947	0	0
2024.06.11	22:00:00	1.07436	1.07494	1.07401	1.07401	1066	0	0
2024.06.11	23:00:00	1.07399	1.07418	1.07390	1.07404	467	0	0
2024.06.12	00:00:00	1.07350	1.07423	1.07350	1.07413	1003	0	3
2024.06.12	01:00:00	1.07428	1.07429	1.07409	1.07410	242	0	0
2024.06.12	02:00:00	1.07412	1.07416	1.07391	1.07400	386	0	0
2024.06.12	03:00:00	1.07400	1.07400	1.07349	1.07360	932	0	0
2024.06.12	04:00:00	1.07361	1.07419	1.07345	1.07399	1031	0	0
2024.06.12	05:00:00	1.07400	1.07427	1.07392	1.07419	915	0	0
2024.06.12	06:00:00	1.07419	1.07432	1.07400	1.07403	621	0	0
2024.06.12	07:00:00	1.07402	1.07405	1.07364	1.07367	392	0	0
2024.06.12	08:00:00	1.07367	1.07460	1.07360	1.07459	906	0	0
2024.06.12	09:00:00	1.07463	1.07471	1.07390	1.07415	1556	0	0
2024.06.12	10:00:00	1.07415	1.07455	1.07356	1.07446	1742	0	0
2024.06.12	11:00:00	1.07446	1.07540	1.07445	1.07466	1603	0	0
2024.06.12	12:00:00	1.07467	1.07539	1.07441	1.07526	1912	0	0
2024.06.12	13:00:00	1.07528	1.07602	1.07491	1.07586	1367	0	0
2024.06.12	14:00:00	1.07588	1.07655	1.07574	1.07642	1780	0	0
2024.06.12	15:00:00	1.07644	1.08301	1.07621	1.08266	5879	0	0
2024.06.12	16:00:00	1.08266	1.08373	1.08190	1.08366	5307	0	0
2024.06.12	17:00:00	1.08369	1.08496	1.08176	1.08479	4033	0	0
2024.06.12	18:00:00	1.08480	1.08523	1.08418	1.08425	2665	0	0
2024.06.12	19:00:00	1.08425	1.08480	1.08416	1.08441	2215	0	0
2024.06.12	20:00:00	1.08441	1.08457	1.08361	1.08390	1835	0	0
2024.06.12	21:00:00	1.08390	1.08422	1.08076	1.08119	11057	0	0
2024.06.12	22:00:00	1.08120	1.08182	1.08037	1.08066	4954	0	0
2024.06.12	23:00:00	1.08065	1.08116	1.08041	1.08092	756	0	0
2024.06.13	00:00:00	1.08069	1.08141	1.08061	1.08116	678	0	6
2024.06.13	01:00:00	1.08115	1.08148	1.08100	1.08110	432	0	0
2024.06.13	02:00:00	1.08109	1.08152	1.08105	1.08128	740	0	0
2024.06.13	03:00:00	1.08130	1.08156	1.08106	1.08129	1089	0	0
2024.06.13	04:00:00	1.08130	1.08158	1.08039	1.08047	1480	0	0
2024.06.13	05:00:00	1.08046	1.08086	1.08041	1.08080	1053	0	0
2024.06.13	06:00:00	1.08081	1.08092	1.08056	1.08068	690	0	0
2024.06.13	07:00:00	1.08068	1.08071	1.08032	1.08039	527	0	0
2024.06.13	08:00:00	1.08039	1.08071	1.08004	1.08046	828	0	0
2024.06.13	09:00:00	1.08043	1.08071	1.08008	1.08022	1611	0	0
2024.06.13	10:00:00	1.08021	1.08164	1.08021	1.08144	2486	0	0
2024.06.13	11:00:00	1.08143	1.08145	1.08051	1.08062	1993	0	0
2024.06.13	12:00:00	1.08062	1.08116	1.08017	1.08020	1716	0	0
2024.06.13	13:00:00	1.08019	1.08095	1.07931	1.07943	1765	0	0
2024.06.13	14:00:00	1.07942	1.07968	1.07827	1.07833	2062	0	0
2024.06.13	15:00:00	1.07833	1.08163	1.07806	1.07934	5172	0	0
2024.06.13	16:00:00	1.07939	1.08077	1.07859	1.07874	4183	0	0
2024.06.13	17:00:00	1.07875	1.07905	1.07630	1.07715	4331	0	0
2024.06.13	18:00:00	1.07715	1.07723	1.07533	1.07555	3064	0	0
2024.06.13	19:00:00	1.07554	1.07557	1.07329	1.07352	2792	0	0
2024.06.13	20:00:00	1.07352	1.07440	1.07352	1.07425	2314	0	0
2024.06.13	21:00:00	1.07425	1.07431	1.07361	1.07395	1168	0	0
2024.06.13	22:00:00	1.07393	1.07430	1.07381	1.07406	1076	0	0
2024.06.13	23:00:00	1.07405	1.07432	1.07375	1.07383	590	0	0
2024.06.14	00:00:00	1.07364	1.07398	1.07336	1.07395	354	0	3
2024.06.14	01:00:00	1.07386	1.07403	1.07352	1.07388	493	0	0
2024.06.14	02:00:00	1.07387	1.07406	1.07369	1.07374	480	0	0
2024.06.14	03:00:00	1.07373	1.07409	1.07363	1.07363	1054	0	0
2024.06.14	04:00:00	1.07364	1.07420	1.07354	1.07416	1116	0	0
2024.06.14	05:00:00	1.07416	1.07437	1.07403	1.07430	807	0	0
2024.06.14	06:00:00	1.07429	1.07450	1.07381	1.07402	1409	0	0
2024.06.14	07:00:00	1.07402	1.07409	1.07350	1.07363	750	0	0
2024.06.14	08:00:00	1.07363	1.07372	1.07303	1.07305	976	0	0
2024.06.14	09:00:00	1.07305	1.07326	1.07158	1.07250	2755	0	0
2024.06.14	10:00:00	1.07249	1.07272	1.07061	1.07076	3605	0	0
2024.06.14	11:00:00	1.07074	1.07118	1.06897	1.06918	3313	0	0
2024.06.14	12:00:00	1.06919	1.06923	1.06718	1.06873	3879	0	0
2024.06.14	13:00:00	1.06873	1.06990	1.06794	1.06979	3558	0	0
2024.06.14	14:00:00	1.06978	1.07059	1.06925	1.06939	3064	0	0
2024.06.14	15:00:00	1.06940	1.06953	1.06792	1.06892	4612	0	0
2024.06.14	16:00:00	1.06895	1.06925	1.06677	1.06692	4233	0	0
2024.06.14	17:00:00	1.06686	1.06877	1.06682	1.06871	4755	0	0
2024.06.14	18:00:00	1.06870	1.06998	1.06835	1.06988	2825	0	0
2024.06.14	19:00:00	1.06987	1.07019	1.06930	1.07004	1866	0	0
2024.06.14	20:00:00	1.07004	1.07047	1.06968	1.06981	1477	0	0
2024.06.14	21:00:00	1.06980	1.07006	1.06946	1.06994	1431	0	0
2024.06.14	22:00:00	1.06996	1.07061	1.06989	1.07060	909	0	0
2024.06.14	23:00:00	1.07060	1.07076	1.07012	1.07019	674	0	0
2024.06.17	00:00:00	1.07035	1.07071	1.07000	1.07039	433	0	28
2024.06.17	01:00:00	1.07034	1.07092	1.07024	1.07067	803	0	0
2024.06.17	02:00:00	1.07067	1.07074	1.07019	1.07026	775	0	0
2024.06.17	03:00:00	1.07025	1.07073	1.07006	1.07040	1750	0	0
2024.06.17	04:00:00	1.07039	1.07043	1.06992	1.07016	1303	0	0
2024.06.17	05:00:00	1.07015	1.07049	1.06988	1.07042	1074	0	0
2024.06.17	06:00:00	1.07041	1.07047	1.07018	1.07038	1161	0	0
2024.06.17	07:00:00	1.07037	1.07055	1.07021	1.07042	1058	0	0
2024.06.17	08:00:00	1.07042	1.07051	1.06992	1.06997	966	0	0
2024.06.17	09:00:00	1.06992	1.07038	1.06864	1.06977	3431	0	0
2024.06.17	10:00:00	1.06976	1.07089	1.06922	1.07007	3434	0	0
2024.06.17	11:00:00	1.07007	1.07123	1.06996	1.07072	2825	0	0
2024.06.17	12:00:00	1.07074	1.07145	1.07068	1.07111	2500	0	0
2024.06.17	13:00:00	1.07110	1.07136	1.07021	1.07101	1834	0	0
2024.06.17	14:00:00	1.07101	1.07179	1.07090	1.07095	1789	0	0
2024.06.17	15:00:00	1.07095	1.07154	1.07070	1.07138	2384	0	0
2024.06.17	16:00:00	1.07138	1.07208	1.07123	1.07160	3051	0	0
2024.06.17	17:00:00	1.07162	1.07185	1.07117	1.07163	2948	0	0
2024.06.17	18:00:00	1.07160	1.07248	1.07152	1.07222	1996	0	0
2024.06.17	19:00:00	1.07222	1.07278	1.07207	1.07252	1790	0	0
2024.06.17	20:00:00	1.07251	1.07273	1.07233	1.07260	1112	0	0
2024.06.17	21:00:00	1.07259	1.07378	1.07259	1.07362	1467	0	0
2024.06.17	22:00:00	1.07363	1.07363	1.07304	1.07323	1200	0	0
2024.06.17	23:00:00	1.07322	1.07359	1.07322	1.07336	511	0	0
2024.06.18	00:00:00	1.07339	1.07341	1.07306	1.07312	286	0	3
2024.06.18	01:00:00	1.07313	1.07401	1.07313	1.07378	438	0	0
2024.06.18	02:00:00	1.07377	1.07411	1.07349	1.07399	525	0	0
2024.06.18	03:00:00	1.07400	1.07408	1.07356	1.07361	1152	0	0
2024.06.18	04:00:00	1.07362	1.07369	1.07269	1.07278	1150	0	0
2024.06.18	05:00:00	1.07278	1.07284	1.07243	1.07244	1071	0	0
2024.06.18	06:00:00	1.07243	1.07251	1.07209	1.07248	781	0	0
2024.06.18	07:00:00	1.07249	1.07264	1.07203	1.07216	894	0	0
2024.06.18	08:00:00	1.07215	1.07235	1.07184	1.07232	1186	0	0
2024.06.18	09:00:00	1.07233	1.07336	1.07228	1.07330	2051	0	0
2024.06.18	10:00:00	1.07332	1.07352	1.07228	1.07232	2344	0	0
2024.06.18	11:00:00	1.07233	1.07247	1.07149	1.07194	2164	0	0
2024.06.18	12:00:00	1.07193	1.07256	1.07153	1.07197	2172	0	0
2024.06.18	13:00:00	1.07197	1.07207	1.07154	1.07179	1569	0	0
2024.06.18	14:00:00	1.07180	1.07183	1.07100	1.07163	1675	0	0
2024.06.18	15:00:00	1.07166	1.07341	1.07107	1.07312	4193	0	0
2024.06.18	16:00:00	1.07312	1.07497	1.07301	1.07479	3595	0	0
2024.06.18	17:00:00	1.07484	1.07615	1.07365	1.07383	4008	0	0
2024.06.18	18:00:00	1.07385	1.07423	1.07343	1.07384	2708	0	0
2024.06.18	19:00:00	1.07384	1.07426	1.07363	1.07393	1570	0	0
2024.06.18	20:00:00	1.07394	1.07434	1.07336	1.07352	1946	0	0
2024.06.18	21:00:00	1.07349	1.07405	1.07321	1.07397	1380	0	0
2024.06.18	22:00:00	1.07398	1.07398	1.07362	1.07389	1049	0	0
2024.06.18	23:00:00	1.07388	1.07409	1.07379	1.07397	491	0	0
2024.06.19	00:00:00	1.07388	1.07402	1.07365	1.07398	167	0	3
2024.06.19	01:00:00	1.07397	1.07413	1.07397	1.07408	169	0	0
2024.06.19	02:00:00	1.07407	1.07410	1.07386	1.07386	487	0	0
2024.06.19	03:00:00	1.07385	1.07396	1.07368	1.07374	749	0	0
2024.06.19	04:00:00	1.07374	1.07418	1.07354	1.07407	778	0	0
2024.06.19	05:00:00	1.07407	1.07424	1.07376	1.07387	793	0	0
2024.06.19	06:00:00	1.07387	1.07405	1.07369	1.07378	663	0	0
2024.06.19	07:00:00	1.07377	1.07378	1.07353	1.07358	647	0	0
2024.06.19	08:00:00	1.07358	1.07388	1.07353	1.07378	660	0	0
2024.06.19	09:00:00	1.07378	1.07414	1.07277	1.07313	2075	0	0
2024.06.19	10:00:00	1.07312	1.07408	1.07248	1.07368	2892	0	0
2024.06.19	11:00:00	1.07368	1.07418	1.07342	1.07404	2103	0	0
2024.06.19	12:00:00	1.07403	1.07441	1.07325	1.07372	2141	0	0
2024.06.19	13:00:00	1.07372	1.07522	1.07353	1.07501	1910	0	0
2024.06.19	14:00:00	1.07502	1.07533	1.07467	1.07509	1607	0	0
2024.06.19	15:00:00	1.07512	1.07530	1.07425	1.07459	1689	0	0
2024.06.19	16:00:00	1.07464	1.07482	1.07409	1.07437	1700	0	0
2024.06.19	17:00:00	1.07437	1.07509	1.07429	1.07481	1305	0	0
2024.06.19	18:00:00	1.07482	1.07494	1.07413	1.07493	876	0	0
2024.06.19	19:00:00	1.07493	1.07493	1.07464	1.07470	426	0	0
2024.06.19	20:00:00	1.07470	1.07473	1.07440	1.07445	193	0	0
2024.06.19	21:00:00	1.07446	1.07446	1.07425	1.07432	174	0	0
2024.06.19	22:00:00	1.07432	1.07456	1.07427	1.07449	251	0	0
2024.06.19	23:00:00	1.07448	1.07452	1.07420	1.07420	221	0	0
2024.06.20	00:00:00	1.07423	1.07459	1.07423	1.07444	403	0	11
2024.06.20	01:00:00	1.07445	1.07474	1.07441	1.07458	380	0	0
2024.06.20	02:00:00	1.07457	1.07488	1.07455	1.07471	322	0	0
2024.06.20	03:00:00	1.07471	1.07481	1.07450	1.07462	825	0	0
2024.06.20	04:00:00	1.07461	1.07480	1.07421	1.07456	1155	0	0
2024.06.20	05:00:00	1.07455	1.07456	1.07389	1.07394	800	0	0
2024.06.20	06:00:00	1.07394	1.07421	1.07390	1.07418	646	0	0
2024.06.20	07:00:00	1.07420	1.07449	1.07409	1.07426	567	0	0
2024.06.20	08:00:00	1.07427	1.07434	1.07372	1.07373	724	0	0
2024.06.20	09:00:00	1.07372	1.07384	1.07306	1.07328	1693	0	0
2024.06.20	10:00:00	1.07327	1.07362	1.07243	1.07247	2227	0	0
2024.06.20	11:00:00	1.07247	1.07247	1.07126	1.07168	2384	0	0
2024.06.20	12:00:00	1.07169	1.07280	1.07142	1.07252	1956	0	0
2024.06.20	13:00:00	1.07252	1.07317	1.07246	1.07285	1776	0	0
2024.06.20	14:00:00	1.07287	1.07322	1.07129	1.07149	2409	0	0
2024.06.20	15:00:00	1.07144	1.07309	1.07132	1.07190	3755	0	0
2024.06.20	16:00:00	1.07190	1.07288	1.07166	1.07244	3252	0	0
2024.06.20	17:00:00	1.07246	1.07306	1.07208	1.07218	2597	0	0
2024.06.20	18:00:00	1.07218	1.07225	1.07071	1.07073	2653	0	0
2024.06.20	19:00:00	1.07074	1.07104	1.07035	1.07072	1884	0	0
2024.06.20	20:00:00	1.07072	1.07096	1.07040	1.07070	1914	0	0
2024.06.20	21:00:00	1.07069	1.07179	1.07069	1.07103	1371	0	0
2024.06.20	22:00:00	1.07103	1.07111	1.07036	1.07052	1588	0	0
2024.06.20	23:00:00	1.07051	1.07060	1.07019	1.07026	596	0	0
2024.06.21	00:00:00	1.07021	1.07044	1.07017	1.07038	219	0	3
2024.06.21	01:00:00	1.07041	1.07045	1.07012	1.07024	370	0	0
2024.06.21	02:00:00	1.07023	1.07075	1.07021	1.07059	501	0	0
2024.06.21	03:00:00	1.07059	1.07076	1.07034	1.07067	878	0	0
2024.06.21	04:00:00	1.07066	1.07107	1.07051	1.07102	1151	0	0
2024.06.21	05:00:00	1.07103	1.07176	1.07101	1.07168	874	0	0
2024.06.21	06:00:00	1.07165	1.07167	1.07137	1.07163	683	0	0
2024.06.21	07:00:00	1.07163	1.07186	1.07153	1.07185	419	0	0
2024.06.21	08:00:00	1.07185	1.07198	1.07150	1.07179	640	0	0
